"ASV";"Kingdom";"Phylum";"Class";"Order";"Family";"Genus"
"sequence_1195";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Steroidobacterales";"Steroidobacteraceae";"Steroidobacter"
"sequence_1196";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Xanthomonadaceae";"Luteimonas"
"sequence_1197";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Nitrosomonadaceae";"mle1-7"
"sequence_1198";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Sphingomonas"
"sequence_1199";"Bacteria";"Bdellovibrionota";"Oligoflexia";"0319-6G20";NA;NA
"sequence_1200";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Oxalobacteraceae";"Collimonas"
"sequence_1201";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Oxalobacteraceae";"Massilia"
"sequence_1202";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Gaiellales";NA;NA
"sequence_1203";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Gaiellales";NA;NA
"sequence_1204";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"67-14";NA
"sequence_1205";"Bacteria";"Acidobacteriota";"Subgroup_5";NA;NA;NA
"sequence_1206";"Bacteria";"Chloroflexi";"JG30-KF-CM66";NA;NA;NA
"sequence_1207";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Microbacteriaceae";"Microbacterium"
"sequence_1208";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"A21b";NA
"sequence_1209";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";"Planococcaceae";"Psychrobacillus"
"sequence_1210";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Pedosphaerales";"Pedosphaeraceae";NA
"sequence_1211";"Bacteria";"Chloroflexi";"Chloroflexia";"Chloroflexales";"Roseiflexaceae";NA
"sequence_1212";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micromonosporales";"Micromonosporaceae";"Micromonospora"
"sequence_1213";"Bacteria";"Gemmatimonadota";"Gemmatimonadetes";"Gemmatimonadales";"Gemmatimonadaceae";NA
"sequence_1214";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Tistrellales";"Geminicoccaceae";"Candidatus_Alysiosphaera"
"sequence_1215";"Bacteria";"Actinobacteriota";"Actinobacteria";"Corynebacteriales";"Mycobacteriaceae";"Mycobacterium"
"sequence_1216";"Bacteria";"Actinobacteriota";"Acidimicrobiia";"Microtrichales";"Ilumatobacteraceae";NA
"sequence_1217";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Rhodanobacteraceae";"Rhodanobacter"
"sequence_1218";"Bacteria";"Acidobacteriota";"Holophagae";"Subgroup_7";NA;NA
"sequence_1219";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Rhizobiaceae";"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"sequence_1220";"Bacteria";"Actinobacteriota";"Actinobacteria";"Propionibacteriales";"Nocardioidaceae";"Nocardioides"
"sequence_1221";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";"Bacillaceae";"Bacillus"
"sequence_1222";"Bacteria";"Acidobacteriota";"Thermoanaerobaculia";"Thermoanaerobaculales";"Thermoanaerobaculaceae";"Subgroup_10"
"sequence_1223";"Bacteria";"Actinobacteriota";"Acidimicrobiia";NA;NA;NA
"sequence_1224";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"67-14";NA
"sequence_1225";"Bacteria";"Latescibacterota";"Latescibacteria";"Latescibacterales";"Latescibacteraceae";NA
"sequence_1226";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"TRA3-20";NA
"sequence_1227";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Devosiaceae";"Devosia"
"sequence_1228";"Bacteria";"Actinobacteriota";"Actinobacteria";"Frankiales";"Acidothermaceae";"Acidothermus"
"sequence_1229";"Bacteria";"Chloroflexi";"TK10";NA;NA;NA
"sequence_1230";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Gaiellales";NA;NA
"sequence_1231";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Oxalobacteraceae";"Duganella"
"sequence_1232";"Bacteria";"Latescibacterota";"Latescibacteria";"Latescibacterales";"Latescibacteraceae";NA
"sequence_1233";"Bacteria";"Actinobacteriota";"Actinobacteria";"Frankiales";NA;NA
"sequence_1234";"Bacteria";"Actinobacteriota";"Actinobacteria";"Streptomycetales";"Streptomycetaceae";"Streptomyces"
"sequence_1235";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Flavobacterium"
"sequence_1236";"Bacteria";"Chloroflexi";"JG30-KF-CM66";NA;NA;NA
"sequence_1237";"Bacteria";"Entotheonellaeota";"Entotheonellia";"Entotheonellales";"Entotheonellaceae";"Candidatus_Entotheonella"
"sequence_1238";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";NA;NA
"sequence_1239";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Tistrellales";"Geminicoccaceae";"Candidatus_Alysiosphaera"
"sequence_1240";"Bacteria";"Chloroflexi";"SHA-26";NA;NA;NA
"sequence_1241";"Bacteria";"Planctomycetota";"Pla4_lineage";NA;NA;NA
"sequence_1242";"Bacteria";"Proteobacteria";"Gammaproteobacteria";NA;NA;NA
"sequence_1243";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Flavobacterium"
"sequence_1244";"Bacteria";"Chloroflexi";"Chloroflexia";"Chloroflexales";"Roseiflexaceae";NA
"sequence_1245";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Sphingomonas"
"sequence_1246";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Flavobacterium"
"sequence_1247";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Alcaligenaceae";"Advenella"
"sequence_1248";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Xanthobacteraceae";"Rhodoplanes"
"sequence_1249";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pseudomonadales";"Pseudomonadaceae";"Pseudomonas"
"sequence_1250";"Bacteria";"Actinobacteriota";"Actinobacteria";"Kineosporiales";"Kineosporiaceae";"Kineosporia"
"sequence_1251";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Gaiellales";"Gaiellaceae";"Gaiella"
"sequence_1252";"Bacteria";"Chloroflexi";"TK10";NA;NA;NA
"sequence_1253";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Rhizobiaceae";"Aminobacter"
"sequence_1254";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"PLTA13";NA;NA
"sequence_1255";"Bacteria";"Chloroflexi";"Chloroflexia";"Chloroflexales";"Roseiflexaceae";NA
"sequence_1256";"Bacteria";"Actinobacteriota";"Actinobacteria";"Propionibacteriales";"Nocardioidaceae";"Nocardioides"
"sequence_1257";"Bacteria";"Myxococcota";"Polyangia";"Polyangiales";"Phaselicystidaceae";"Phaselicystis"
"sequence_1258";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Xanthomonadaceae";"Arenimonas"
"sequence_1259";"Bacteria";"Actinobacteriota";"Actinobacteria";"Propionibacteriales";"Nocardioidaceae";"Aeromicrobium"
"sequence_1260";"Bacteria";"Actinobacteriota";"Actinobacteria";"Propionibacteriales";"Nocardioidaceae";"Nocardioides"
"sequence_1261";"Bacteria";"Desulfobacterota";"Desulfuromonadia";"MA-28-I98C";NA;NA
"sequence_1262";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Altererythrobacter"
"sequence_1263";"Bacteria";"Actinobacteriota";"Actinobacteria";"Corynebacteriales";"Nocardiaceae";"Williamsia"
"sequence_1264";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";NA
"sequence_1265";"Bacteria";"Chloroflexi";"Chloroflexia";"Chloroflexales";"Chloroflexaceae";NA
"sequence_1266";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Pedosphaerales";"Pedosphaeraceae";NA
"sequence_1267";"Bacteria";"Bdellovibrionota";"Bdellovibrionia";"Bdellovibrionales";"Bdellovibrionaceae";"Bdellovibrio"
"sequence_1268";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Flavobacterium"
"sequence_1269";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Nitrosomonadaceae";"Ellin6067"
"sequence_1270";"Bacteria";"Desulfobacterota";"Desulfuromonadia";"Desulfuromonadia_or";"Desulfuromonadaceae";"Desulfuromonas"
"sequence_1271";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Intrasporangiaceae";NA
"sequence_1272";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Azospirillales";"Azospirillaceae";"Skermanella"
"sequence_1273";"Bacteria";"Chloroflexi";NA;NA;NA;NA
"sequence_1274";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Novosphingobium"
"sequence_1275";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Pedosphaerales";"Pedosphaeraceae";NA
"sequence_1276";"Bacteria";"Actinobacteriota";"Actinobacteria";"Propionibacteriales";"Nocardioidaceae";"Marmoricola"
"sequence_1277";"Bacteria";"NB1-j";NA;NA;NA;NA
"sequence_1278";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Comamonadaceae";"Pseudorhodoferax"
"sequence_1279";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Rhizobiaceae";"Ochrobactrum"
"sequence_1280";"Bacteria";"Acidobacteriota";"Thermoanaerobaculia";"Thermoanaerobaculales";"Thermoanaerobaculaceae";"Subgroup_10"
"sequence_1281";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"TRA3-20";NA
"sequence_1282";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";NA
"sequence_1283";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micromonosporales";"Micromonosporaceae";"Micromonospora"
"sequence_1284";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Pedosphaerales";"Pedosphaeraceae";"Ellin517"
"sequence_1285";"Bacteria";"Desulfobacterota";"Desulfuromonadia";"Geobacterales";"Geobacteraceae";NA
"sequence_1286";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Comamonadaceae";"Ramlibacter"
"sequence_1287";"Bacteria";"Acidobacteriota";"Subgroup_25";NA;NA;NA
"sequence_1288";"Bacteria";"Acidobacteriota";"Holophagae";"Subgroup_7";NA;NA
"sequence_1289";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Azospirillales";"Azospirillaceae";"Skermanella"
"sequence_1290";"Bacteria";"Chloroflexi";"TK10";NA;NA;NA
"sequence_1291";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"KF-JG30-B3";NA
"sequence_1292";"Bacteria";"Actinobacteriota";"Actinobacteria";"Propionibacteriales";"Nocardioidaceae";"Marmoricola"
"sequence_1293";"Bacteria";"Chloroflexi";"Chloroflexia";"Chloroflexales";"Roseiflexaceae";NA
"sequence_1294";"Bacteria";"Chloroflexi";"Chloroflexia";"Chloroflexales";"Roseiflexaceae";NA
"sequence_1295";"Bacteria";"Bdellovibrionota";"Bdellovibrionia";"Bdellovibrionales";"Bdellovibrionaceae";"Bdellovibrio"
"sequence_1296";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";NA;NA
"sequence_1297";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Flavobacterium"
"sequence_1298";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Flavobacterium"
"sequence_1299";"Bacteria";"Bdellovibrionota";"Bdellovibrionia";"Bacteriovoracales";"Bacteriovoracaceae";"Peredibacter"
"sequence_1300";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";"Bacillaceae";"Bacillus"
"sequence_1301";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Nitrosomonadaceae";"Ellin6067"
"sequence_1302";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Gammaproteobacteria_Incertae_Sedis";"Unknown_Family";"Acidibacter"
"sequence_1303";"Bacteria";"Actinobacteriota";"Acidimicrobiia";"Microtrichales";NA;NA
"sequence_1304";"Bacteria";"Actinobacteriota";"MB-A2-108";NA;NA;NA
"sequence_1305";"Bacteria";"Actinobacteriota";"Acidimicrobiia";"IMCC26256";NA;NA
"sequence_1306";"Bacteria";"Acidobacteriota";"Thermoanaerobaculia";"Thermoanaerobaculales";"Thermoanaerobaculaceae";"Subgroup_10"
"sequence_1307";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Devosiaceae";"Devosia"
"sequence_1308";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Cellvibrionales";"Cellvibrionaceae";"Cellvibrio"
"sequence_1309";"Bacteria";"RCP2-54";NA;NA;NA;NA
"sequence_1310";"Bacteria";"Nitrospirota";"Nitrospiria";"Nitrospirales";"Nitrospiraceae";"Nitrospira"
"sequence_1311";"Bacteria";"Actinobacteriota";"Actinobacteria";"Propionibacteriales";"Nocardioidaceae";"Aeromicrobium"
"sequence_1312";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Flavobacterium"
"sequence_1313";"Bacteria";"Bdellovibrionota";"Bdellovibrionia";"Bdellovibrionales";"Bdellovibrionaceae";"Bdellovibrio"
"sequence_1314";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Dongiales";"Dongiaceae";"Dongia"
"sequence_1315";"Bacteria";"Chloroflexi";"Chloroflexia";"Chloroflexales";"Roseiflexaceae";NA
"sequence_1316";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Reyranellales";"Reyranellaceae";NA
"sequence_1317";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Beijerinckiaceae";"Microvirga"
"sequence_1318";"Bacteria";"Myxococcota";"Polyangia";"Polyangiales";"Sandaracinaceae";NA
"sequence_1319";"Bacteria";"Myxococcota";"Myxococcia";"Myxococcales";"Myxococcaceae";"Archangium"
"sequence_1320";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Sphingopyxis"
"sequence_1321";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Oxalobacteraceae";"Massilia"
"sequence_1322";"Bacteria";"Chloroflexi";NA;NA;NA;NA
"sequence_1323";"Bacteria";"Bacteroidota";"Bacteroidia";"Sphingobacteriales";"env.OPS_17";NA
"sequence_1324";"Bacteria";"Chloroflexi";"Dehalococcoidia";"S085";NA;NA
"sequence_1325";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Microbacteriaceae";"Leifsonia"
"sequence_1326";"Bacteria";"Actinobacteriota";"Actinobacteria";"Streptomycetales";"Streptomycetaceae";"Streptomyces"
"sequence_1327";"Bacteria";"Patescibacteria";"Saccharimonadia";"Saccharimonadales";"Saccharimonadaceae";"TM7a"
"sequence_1328";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Devosiaceae";"Devosia"
"sequence_1329";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Flavobacterium"
"sequence_1330";"Bacteria";"Actinobacteriota";"MB-A2-108";NA;NA;NA
"sequence_1331";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Microbacteriaceae";NA
"sequence_1332";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Pedosphaerales";"Pedosphaeraceae";NA
"sequence_1333";"Bacteria";"Desulfobacterota";"Desulfuromonadia";"Desulfuromonadia_or";"Desulfuromonadaceae";"Desulfuromonas"
"sequence_1334";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"67-14";NA
"sequence_1335";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Xanthomonadaceae";"Arenimonas"
"sequence_1336";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Clostridiaceae";"Clostridium_sensu_stricto_12"
"sequence_1337";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Comamonadaceae";NA
"sequence_1338";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Oxalobacteraceae";"Duganella"
"sequence_1339";"Bacteria";"Chloroflexi";NA;NA;NA;NA
"sequence_1340";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Rhizobiaceae";"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"sequence_1341";"Bacteria";"Bacteroidota";"Bacteroidia";"Sphingobacteriales";"NS11-12_marine_group";NA
"sequence_1342";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Flavobacterium"
"sequence_1343";"Bacteria";"Chloroflexi";"Chloroflexia";"Chloroflexales";"Roseiflexaceae";NA
"sequence_1344";"Bacteria";"Bdellovibrionota";"Bdellovibrionia";"Bdellovibrionales";"Bdellovibrionaceae";"Bdellovibrio"
"sequence_1345";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Methyloligellaceae";NA
"sequence_1346";"Bacteria";"Actinobacteriota";"Actinobacteria";"Frankiales";"Geodermatophilaceae";"Blastococcus"
"sequence_1347";"Bacteria";"Chloroflexi";"Chloroflexia";"Chloroflexales";"Roseiflexaceae";NA
"sequence_1348";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";"Planococcaceae";"Lysinibacillus"
"sequence_1349";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pseudomonadales";"Pseudomonadaceae";"Pseudomonas"
"sequence_1350";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Intrasporangiaceae";NA
"sequence_1351";"Bacteria";"Chloroflexi";"Chloroflexia";"Chloroflexales";NA;NA
"sequence_1352";"Bacteria";"Patescibacteria";"Saccharimonadia";"Saccharimonadales";NA;NA
"sequence_1353";"Bacteria";"Chloroflexi";"TK10";NA;NA;NA
"sequence_1354";"Bacteria";"Actinobacteriota";"Actinobacteria";"Streptomycetales";"Streptomycetaceae";"Streptomyces"
"sequence_1355";"Bacteria";"Bacteroidota";"Bacteroidia";"Sphingobacteriales";"env.OPS_17";NA
"sequence_1356";"Bacteria";"Actinobacteriota";"MB-A2-108";NA;NA;NA
"sequence_1357";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Solibacterales";"Solibacteraceae";"Candidatus_Solibacter"
"sequence_1358";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Intrasporangiaceae";NA
"sequence_1359";"Bacteria";"Bdellovibrionota";"Bdellovibrionia";"Bdellovibrionales";"Bdellovibrionaceae";"Bdellovibrio"
"sequence_1360";"Bacteria";"Actinobacteriota";"Actinobacteria";"Pseudonocardiales";"Pseudonocardiaceae";"Actinomycetospora"
"sequence_1361";"Bacteria";"Bdellovibrionota";"Bdellovibrionia";"Bacteriovoracales";"Bacteriovoracaceae";"Bacteriovorax"
"sequence_1362";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Sphingopyxis"
"sequence_1363";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Solibacterales";"Solibacteraceae";"Candidatus_Solibacter"
"sequence_1364";"Bacteria";"Myxococcota";"Polyangia";"Polyangiales";"BIrii41";NA
"sequence_1365";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidetes_VC2.1_Bac22";NA;NA
"sequence_1366";"Bacteria";"Chloroflexi";"Chloroflexia";"Chloroflexales";"Roseiflexaceae";NA
"sequence_1367";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";NA
"sequence_1368";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"R7C24";NA;NA
"sequence_1369";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Micrococcaceae";"Arthrobacter"
"sequence_1370";"Bacteria";"Actinobacteriota";"Acidimicrobiia";"IMCC26256";NA;NA
"sequence_1371";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Pedosphaerales";"Pedosphaeraceae";"ADurb.Bin063-1"
"sequence_1372";"Bacteria";"Proteobacteria";"Alphaproteobacteria";NA;NA;NA
"sequence_1373";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Pedosphaerales";"Pedosphaeraceae";"Ellin517"
"sequence_1374";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micromonosporales";"Micromonosporaceae";NA
"sequence_1375";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micromonosporales";"Micromonosporaceae";"Luedemannella"
"sequence_1376";"Bacteria";"Actinobacteriota";"Actinobacteria";"Frankiales";"Sporichthyaceae";"Sporichthya"
"sequence_1377";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Ellin6055"
"sequence_1378";"Bacteria";"Actinobacteriota";"Thermoleophilia";NA;NA;NA
"sequence_1379";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Nitrosomonadaceae";"MND1"
"sequence_1380";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Rhizobiaceae";"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"sequence_1381";"Bacteria";"Myxococcota";"Polyangia";"Polyangiales";"BIrii41";NA
"sequence_1382";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA
"sequence_1383";"Bacteria";"Bacteroidota";"Bacteroidia";"Cytophagales";"Microscillaceae";NA
"sequence_1384";"Bacteria";"Acidobacteriota";"Holophagae";"Subgroup_7";NA;NA
"sequence_1385";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Rhodanobacteraceae";"Frateuria"
"sequence_1386";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Oxalobacteraceae";"Massilia"
"sequence_1387";"Bacteria";"Actinobacteriota";"Actinobacteria";"Propionibacteriales";"Nocardioidaceae";"Marmoricola"
"sequence_1388";"Bacteria";"Actinobacteriota";"Actinobacteria";"Frankiales";"Sporichthyaceae";NA
"sequence_1389";"Bacteria";"Actinobacteriota";"Actinobacteria";"Propionibacteriales";"Nocardioidaceae";"Aeromicrobium"
"sequence_1390";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Rhizobiaceae";"Mesorhizobium"
"sequence_1391";"Bacteria";"Chloroflexi";"TK10";NA;NA;NA
"sequence_1392";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Sphingomonas"
"sequence_1393";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"67-14";NA
"sequence_1394";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";"Bacillaceae";"Bacillus"
"sequence_1395";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";NA
"sequence_1396";"Bacteria";"Nitrospirota";"Nitrospiria";"Nitrospirales";"Nitrospiraceae";"Nitrospira"
"sequence_1397";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Rhizobiales_Incertae_Sedis";"Bauldia"
"sequence_1398";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Comamonadaceae";"Caenimonas"
"sequence_1399";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Rhizobiales_Incertae_Sedis";"Nordella"
